ticker,type,data_points,daily_return_fractal_dimension,daily_return_std_dev,daily_return_kurtosis,daily_return_ki_resonance_score,daily_return_fundamental_freq,volatility_fractal_dimension,volatility_std_dev,volatility_kurtosis,volatility_ki_resonance_score,volatility_fundamental_freq,normalized_volume_fractal_dimension,normalized_volume_std_dev,normalized_volume_kurtosis,normalized_volume_ki_resonance_score,normalized_volume_fundamental_freq,zscore_daily_return_fractal_dimension,zscore_daily_return_std_dev,zscore_daily_return_kurtosis,zscore_daily_return_fundamental_freq,zscore_volatility_fractal_dimension,zscore_volatility_std_dev,zscore_volatility_kurtosis,zscore_volatility_fundamental_freq,zscore_normalized_volume_fractal_dimension,zscore_normalized_volume_std_dev,zscore_normalized_volume_kurtosis,zscore_normalized_volume_fundamental_freq
colb.us,Stocks,3201,0.360806,0.028710,24.786943,0.802494,0.298438,0.469521,0.390452,91.213153,0.433286,0.002187,0.487694,0.897968,161.064312,0.000000,0.011559,0.072249,-0.012253,-0.076956,0.158692,0.547891,-0.012311,0.022208,-0.219291,0.596948,-0.591615,0.266578,-0.142876
coll.us,Stocks,635,0.270511,0.047115,12.525076,0.000000,0.026814,0.231964,0.674610,8.307340,0.000000,0.011024,0.342847,1.231853,89.053364,0.475205,0.011024,0.032529,-0.009668,-0.126096,-1.811556,-0.761873,-0.012310,-0.357887,-0.025386,-0.807094,-0.183384,-0.264925,-0.153835
colm.us,Stocks,3201,0.149037,0.021137,12.613029,0.000000,0.250312,0.438479,0.645441,62.702656,0.000000,0.000625,0.421993,0.757339,62.845433,0.382601,0.015933,-0.020908,-0.013316,-0.125744,-0.190387,0.376742,-0.012310,-0.108503,-0.253567,-0.039914,-0.763557,-0.458362,-0.053330
comm.us,Stocks,1020,0.171460,0.021443,16.542822,0.000000,0.335623,0.260882,0.416454,15.157842,0.000000,0.008824,0.326251,1.036822,48.279824,0.633970,0.004902,-0.011044,-0.013273,-0.109995,0.428422,-0.602434,-0.012311,-0.326480,-0.073663,-0.967971,-0.421842,-0.565869,-0.279169
cone.us,Stocks,1214,0.144937,0.015300,5.173653,0.820055,0.054411,0.273537,0.459907,10.297365,0.794193,0.004119,0.442101,1.107778,185.790400,1.192934,0.004942,-0.022712,-0.014136,-0.155557,-1.611381,-0.532663,-0.012311,-0.348764,-0.176902,0.155003,-0.335087,0.449077,-0.278343
conn.us,Stocks,3201,0.151415,0.043598,17.690655,0.000000,0.112812,0.352479,0.808164,15.366428,0.000000,0.000625,0.435024,1.012008,77.511534,0.000000,0.007498,-0.019862,-0.010162,-0.105395,-1.187757,-0.097419,-0.012309,-0.325524,-0.253567,0.086404,-0.452182,-0.350114,-0.226025
coo.us,Stocks,3201,0.160331,0.020481,21.350691,1.440190,0.298438,0.330200,1.398887,13.376026,0.652559,0.001874,0.462369,0.939392,144.483960,0.000000,0.015933,-0.015940,-0.013408,-0.090727,0.158692,-0.220251,-0.012307,-0.334649,-0.226146,0.351468,-0.540967,0.144200,-0.053330
cool.us,Stocks,3199,0.222105,0.056174,23.135881,0.000000,0.474984,0.383140,3.633450,22.666588,0.000000,0.000625,0.694409,2.499787,421.700640,0.000000,0.002188,0.011235,-0.008396,-0.083573,1.439292,0.071628,-0.012297,-0.292055,-0.253558,2.600699,1.366877,2.190297,-0.334731
cop.us,Stocks,9041,0.175629,0.019641,9.516166,0.000000,0.321018,0.430578,0.535987,11.714002,0.000000,0.000442,0.464193,0.595184,55.395413,0.000000,0.004203,-0.009210,-0.013526,-0.138154,0.322480,0.333179,-0.012311,-0.342269,-0.257568,0.369149,-0.961819,-0.513349,-0.293478
cor.us,Stocks,1795,0.188431,0.017256,8.280533,0.000000,0.158863,0.319556,0.721763,12.222810,0.763111,0.002786,0.437115,0.860647,165.821326,0.924015,0.004457,-0.003579,-0.013861,-0.143106,-0.853726,-0.278940,-0.012310,-0.339936,-0.206154,0.106668,-0.637246,0.301688,-0.288283
cor_a.us,Stocks,1133,0.148412,0.007685,10.251511,0.000000,0.463781,0.362988,0.190947,28.529094,0.000000,0.001765,0.398996,2.378710,59.664749,0.000000,0.058252,-0.021183,-0.015206,-0.135207,1.358027,-0.039478,-0.012312,-0.265177,-0.228542,-0.262827,1.218840,-0.481838,0.813125
core.us,Stocks,3082,0.322250,0.023477,18.653292,0.000000,0.275884,0.407588,0.491397,29.368530,0.000000,0.002920,0.496840,0.967931,214.602970,0.575842,0.008112,0.055289,-0.012988,-0.101537,-0.004898,0.206424,-0.012311,-0.261329,-0.203199,0.685603,-0.506073,0.661739,-0.213455
cori.us,Stocks,904,0.192528,0.044972,8.114165,0.970022,0.059801,0.252373,0.347759,12.117759,0.000000,0.002212,0.400105,2.349815,90.967117,0.000000,0.002212,-0.001776,-0.009969,-0.143773,-1.572283,-0.649353,-0.012312,-0.340418,-0.218730,-0.252077,1.183511,-0.250800,-0.334235
corr.us,Stocks,2713,0.274063,0.024686,14.323890,0.000000,0.078171,0.338117,0.521063,20.526754,0.477662,0.002580,0.745717,2.041761,770.096601,0.000000,0.007741,0.034091,-0.012818,-0.118887,-1.439031,-0.176606,-0.012311,-0.301865,-0.210660,3.098038,0.806864,4.761757,-0.221053
corr_a.us,Stocks,679,0.339329,0.020154,85.361449,0.966865,0.228614,0.390224,0.442609,143.664227,0.000000,0.082474,0.609645,2.916375,486.475221,0.000000,0.005891,0.062802,-0.013454,0.165797,-0.347782,0.110689,-0.012311,0.262679,1.542448,1.779058,1.876226,2.668389,-0.258920
cort.us,Stocks,3198,0.187884,0.050568,20.367252,0.798444,0.424148,0.451898,0.209738,72.037510,0.000000,0.001251,0.668579,2.063787,423.237799,0.000000,0.007505,-0.003819,-0.009183,-0.094668,1.070543,0.450723,-0.012312,-0.065706,-0.239831,2.350325,0.833794,2.201642,-0.225881
cost.us,Stocks,7903,0.203574,0.020732,12.716655,0.000000,0.321438,0.685002,0.870280,255.542570,0.000000,0.000506,0.481204,0.704158,70.912548,0.933693,0.003796,0.003083,-0.013373,-0.125328,0.325526,1.735939,-0.012309,0.775604,-0.256170,0.534037,-0.828580,-0.398820,-0.301812
cot.us,Stocks,3201,0.335822,0.035950,65.992468,0.000000,0.366875,0.388547,0.188746,35.664276,0.000000,0.001874,0.445097,1.074257,74.318584,0.620957,0.003124,0.061259,-0.011236,0.088175,0.655110,0.101441,-0.012312,-0.232465,-0.226146,0.184046,-0.376072,-0.373680,-0.315571
cotv.us,Stocks,370,0.123201,0.023548,11.682061,0.000000,0.176152,0.236510,0.712041,20.709108,0.000000,0.127027,0.323666,1.214994,84.990309,0.000000,0.010811,-0.032273,-0.012978,-0.129475,-0.728319,-0.736812,-0.012310,-0.301029,2.520066,-0.993021,-0.203998,-0.294914,-0.158192
coty.us,Stocks,1114,0.295539,0.020093,18.782578,0.000000,0.024259,0.307072,0.356432,13.653461,0.000000,0.016158,0.358756,1.249440,50.787251,0.516077,0.004488,0.043539,-0.013463,-0.101019,-1.830090,-0.347771,-0.012311,-0.333377,0.087277,-0.652882,-0.161882,-0.547362,-0.287638
coup.us,Stocks,278,0.113686,0.027589,8.155339,0.835195,0.212996,0.282130,0.873498,39.424557,0.000000,0.007194,0.330692,1.407308,109.627104,0.000000,0.140288,-0.036459,-0.012410,-0.143608,-0.461063,-0.485288,-0.012309,-0.215225,-0.109414,-0.924921,0.031139,-0.113073,2.492712
cown.us,Stocks,2855,0.375272,0.031226,12.451835,0.000000,0.359495,0.380227,1.103802,12.626890,0.000000,0.001751,0.542855,1.285960,289.669277,0.956728,0.002102,0.078613,-0.011899,-0.126390,0.601582,0.055572,-0.012308,-0.338084,-0.228848,1.131637,-0.117230,1.215792,-0.336504
cownl.us,Stocks,681,0.139004,0.012154,20.796182,0.000000,0.300000,0.280804,0.299014,18.330118,0.000000,0.069016,0.384120,1.408212,78.137284,1.508692,0.099853,-0.025321,-0.014578,-0.092950,0.170026,-0.492598,-0.012312,-0.311936,1.247139,-0.407021,0.032244,-0.345495,1.664856
cp.us,Stocks,3201,0.153557,0.020106,8.321974,1.809482,0.310937,0.356422,1.514373,18.652054,0.000000,0.002812,0.314024,0.574230,20.047840,0.000000,0.002812,-0.018920,-0.013461,-0.142940,0.249362,-0.075679,-0.012306,-0.310460,-0.205581,-1.086486,-0.987438,-0.774245,-0.321967
cpa.us,Stocks,2998,0.255173,0.027505,11.116687,0.000000,0.095429,0.268520,1.142969,7.834489,0.000000,0.001334,0.385312,0.668716,46.702092,0.611381,0.004336,0.025782,-0.012422,-0.131740,-1.313851,-0.560325,-0.012308,-0.360055,-0.238000,-0.395469,-0.871913,-0.577514,-0.290752
cpac.us,Stocks,1427,0.193450,0.019982,8.197209,0.000000,0.497195,0.221923,0.198036,5.371186,0.000000,0.001402,0.433968,1.710953,77.958027,0.822346,0.189208,-0.001371,-0.013479,-0.143440,1.600399,-0.817237,-0.012312,-0.371349,-0.236523,0.076165,0.402395,-0.346818,3.494304
cpah.us,Stocks,1254,0.319429,0.056268,19.415458,0.000000,0.425379,0.372239,0.902608,46.449745,0.605654,0.003987,0.550989,3.208251,242.028124,0.718274,0.008772,0.054048,-0.008383,-0.098483,1.079475,0.011528,-0.012309,-0.183017,-0.179785,1.210481,2.233093,0.864160,-0.199936
cpb.us,Stocks,8159,0.156852,0.015860,10.486747,0.000000,0.095489,0.357915,0.372573,11.891787,0.000000,0.000245,0.503421,0.700780,130.412253,0.000000,0.006986,-0.017470,-0.014057,-0.134265,-1.313414,-0.067450,-0.012311,-0.341454,-0.261898,0.749392,-0.832710,0.040339,-0.236498
cpe.us,Stocks,3201,0.357613,0.046981,24.078343,0.918172,0.451875,0.315071,0.337237,12.157492,0.000000,0.001250,0.353245,0.870053,52.310488,0.000000,0.007810,0.070845,-0.009687,-0.079796,1.271666,-0.303665,-0.012312,-0.340236,-0.239856,-0.706303,-0.625745,-0.536119,-0.219629
cpe_a.us,Stocks,1121,0.115516,0.013900,19.856972,0.797056,0.207143,0.367502,0.756624,29.306871,0.000000,0.003568,0.412366,1.351989,84.656052,0.580736,0.010705,-0.035654,-0.014333,-0.096713,-0.503522,-0.014591,-0.012310,-0.261612,-0.188979,-0.133233,-0.036499,-0.297381,-0.160364
cpf.us,Stocks,3201,0.305725,0.291715,3061.138002,0.958100,0.478438,0.385315,9.068512,13.173014,0.000000,0.001250,0.458977,1.064952,100.591461,2.110186,0.010309,0.048019,0.024683,12.091279,1.464340,0.083624,-0.012273,-0.335580,-0.239856,0.318583,-0.387449,-0.179764,-0.168460
cpg.us,Stocks,2832,0.143980,0.026278,8.271852,0.000000,0.107383,0.344430,0.392088,24.621190,0.000000,0.001059,0.418196,1.242444,62.658891,0.000000,0.007768,-0.023133,-0.012594,-0.143141,-1.227143,-0.141796,-0.012311,-0.283094,-0.244032,-0.076717,-0.170436,-0.459739,-0.220483
cphc.us,Stocks,2818,0.171213,0.030348,8.316873,0.000000,0.448349,0.310164,0.297021,8.940628,0.000000,0.001419,0.552899,1.831263,165.137327,0.662630,0.005678,-0.011153,-0.012023,-0.142961,1.246092,-0.330719,-0.012312,-0.354984,-0.236130,1.228996,0.549494,0.296640,-0.263285
cphi.us,Stocks,2959,0.375636,0.063533,35.226675,0.739309,0.241717,0.298699,0.089428,10.201095,0.000000,0.001014,0.448522,1.874188,61.505549,0.000000,0.003717,0.078773,-0.007362,-0.035119,-0.252733,-0.393932,-0.012313,-0.349205,-0.245030,0.217247,0.601978,-0.468251,-0.303421
cpix.us,Stocks,2073,0.168070,0.024147,8.980134,0.000000,0.340251,0.301225,0.209593,14.291046,0.000000,0.001447,0.494606,1.579761,162.906194,0.000000,0.011577,-0.012535,-0.012894,-0.140303,0.461990,-0.380005,-0.012312,-0.330454,-0.235521,0.663948,0.241992,0.280172,-0.142496
cpk.us,Stocks,3201,0.168731,0.018054,12.734451,0.839360,0.298125,0.397064,0.569018,19.302428,0.000000,0.002812,0.419249,0.731590,85.803221,0.000000,0.006560,-0.012244,-0.013749,-0.125257,0.156425,0.148398,-0.012311,-0.307479,-0.205581,-0.066509,-0.795040,-0.288914,-0.245214
cpl.us,Stocks,3201,0.200278,0.023866,10.162680,0.000000,0.245625,0.377337,0.215966,17.701972,0.000000,0.000625,0.355246,0.580537,21.889234,1.022307,0.006560,0.001633,-0.012933,-0.135563,-0.224388,0.039636,-0.012312,-0.314816,-0.253567,-0.686907,-0.979727,-0.760654,-0.245214
cpla.us,Stocks,2770,0.290002,0.026628,18.394623,0.000000,0.093897,0.373351,1.105885,22.401343,0.000000,0.001444,0.431473,0.843040,108.836481,0.000000,0.015884,0.041103,-0.012545,-0.102574,-1.324964,0.017656,-0.012308,-0.293271,-0.235590,0.051982,-0.658774,-0.118909,-0.054314
cplp.us,Stocks,2676,0.175533,0.029407,14.700059,2.466677,0.095327,0.424840,0.212282,48.019373,0.000000,0.000747,0.539963,1.264862,328.739932,0.826274,0.004858,-0.009252,-0.012155,-0.117380,-1.314589,0.301542,-0.012312,-0.175821,-0.250877,1.103604,-0.143025,1.504167,-0.280069
cpn.us,Stocks,2478,0.264315,0.025811,14.809267,0.000000,0.194187,0.300087,0.300327,16.040615,0.000000,0.001211,0.482675,0.724601,245.585777,0.000000,0.005246,0.029803,-0.012660,-0.116942,-0.597502,-0.386281,-0.012312,-0.322433,-0.240711,0.548299,-0.803585,0.890418,-0.272122
cprt.us,Stocks,3201,0.133512,0.016002,14.003376,0.000000,0.393750,0.316070,0.173588,15.526609,0.000000,0.000937,0.376898,0.772216,42.897267,0.000000,0.015933,-0.027737,-0.014038,-0.120172,0.850051,-0.298159,-0.012312,-0.324789,-0.246712,-0.477028,-0.745368,-0.605596,-0.053330
cprx.us,Stocks,2745,0.419280,0.076285,225.336558,1.795428,0.256195,0.389021,0.149379,23.639251,0.611683,0.001093,0.556350,2.677965,166.525132,0.000000,0.027687,0.097972,-0.005571,0.726750,-0.147715,0.104052,-0.012312,-0.287596,-0.243295,1.262456,1.584729,0.306883,0.187324
cps.us,Stocks,1022,0.158194,0.017035,6.780185,0.000000,0.020568,0.275188,1.013124,14.259987,1.300320,0.040117,0.392361,1.476073,129.894913,0.683937,0.011742,-0.016880,-0.013892,-0.149119,-1.856860,-0.523561,-0.012309,-0.330597,0.613016,-0.327139,0.115215,0.036521,-0.139133
cpsh.us,Stocks,627,0.141076,0.049537,6.311031,0.835565,0.479233,0.214837,0.111249,8.217521,0.000000,0.006380,0.340689,2.506651,52.256387,0.000000,0.006380,-0.024410,-0.009328,-0.150999,1.470111,-0.856305,-0.012313,-0.358299,-0.127290,-0.828012,1.375269,-0.536518,-0.248917
cpsi.us,Stocks,3201,0.221485,0.024720,24.633345,0.909527,0.287813,0.322052,0.680351,17.246678,0.396392,0.001562,0.465385,0.821948,89.973447,0.529153,0.015933,0.010962,-0.012813,-0.077572,0.081623,-0.265179,-0.012310,-0.316904,-0.233001,0.380700,-0.684561,-0.258134,-0.053330
cpss.us,Stocks,3199,0.337487,0.050243,42.180402,0.000000,0.353971,0.374898,0.176831,14.093762,0.000000,0.000625,0.539816,1.500678,181.090159,0.805192,0.050016,0.061992,-0.009229,-0.007252,0.561512,0.026186,-0.012312,-0.331359,-0.253558,1.102179,0.145299,0.414385,0.644485
cpst.us,Stocks,3201,0.407609,0.049705,26.319175,0.889429,0.320312,0.381571,1.743064,19.686690,0.000000,0.001250,0.499800,1.307119,96.857172,0.823746,0.001874,0.092838,-0.009304,-0.070816,0.317365,0.062977,-0.012305,-0.305717,-0.239856,0.714296,-0.091359,-0.207326,-0.341155
cpt.us,Stocks,3201,0.250237,0.022999,17.642899,0.000000,0.298438,0.393658,0.621540,22.911785,0.407022,0.000937,0.411025,0.507906,55.289437,0.772681,0.004061,0.023610,-0.013055,-0.105586,0.158692,0.129618,-0.012310,-0.290931,-0.246712,-0.146223,-1.068530,-0.514132,-0.296382
cpta.us,Stocks,1042,0.255115,0.015265,16.978828,0.000000,0.208453,0.277360,0.130080,13.877385,0.000000,0.003839,0.489816,1.368228,344.628945,0.686184,0.004798,0.025756,-0.014141,-0.108248,-0.494016,-0.511587,-0.012313,-0.332351,-0.183043,0.617520,-0.016644,1.621442,-0.281288
cqh.us,Stocks,986,0.196224,0.017033,7.416791,0.979241,0.051777,0.276719,0.298642,10.646665,1.068473,0.006085,0.442895,1.322559,142.379369,1.836418,0.020284,-0.000150,-0.013893,-0.146568,-1.630486,-0.515118,-0.012312,-0.347162,-0.133750,0.162700,-0.072481,0.128667,0.035761
cqp.us,Stocks,2683,0.216984,0.029031,22.170878,0.763666,0.392245,0.399835,0.389438,42.000084,0.000000,0.003354,0.498404,1.243878,159.384061,0.000000,0.007082,0.008982,-0.012208,-0.087440,0.839131,0.163679,-0.012311,-0.203417,-0.193670,0.700765,-0.168682,0.254176,-0.234543
cr.us,Stocks,8323,0.146272,0.019924,9.674755,1.785647,0.311223,0.443216,0.492891,20.398328,0.000000,0.000481,0.520978,0.854563,96.451152,0.000000,0.008290,-0.022124,-0.013487,-0.137519,0.251435,0.402860,-0.012311,-0.302454,-0.256731,0.919579,-0.644685,-0.210323,-0.209797
crai.us,Stocks,3201,0.355566,0.026463,28.521218,0.000000,0.327188,0.324925,0.662882,16.355960,0.000000,0.001250,0.511996,1.019708,225.111248,0.000000,0.005311,0.069944,-0.012568,-0.061991,0.367233,-0.249337,-0.012310,-0.320987,-0.239856,0.832519,-0.442767,0.739299,-0.270798
crak.us,Stocks,503,0.144378,0.012005,4.078308,1.976840,0.049801,0.316940,0.200436,54.356965,0.806682,0.005964,0.267294,1.387188,18.459342,0.800152,0.005964,-0.022957,-0.014599,-0.159947,-1.644818,-0.293359,-0.012312,-0.146765,-0.136404,-1.539451,0.006539,-0.785969,-0.257421
cray.us,Stocks,3201,0.267264,0.040175,20.270561,0.000000,0.407813,0.432338,0.558073,33.372382,0.000000,0.002187,0.427272,0.926844,78.165490,1.326812,0.009060,0.031100,-0.010643,-0.095056,0.952054,0.342883,-0.012311,-0.242973,-0.219291,0.011264,-0.556309,-0.345287,-0.194045
crbp.us,Stocks,651,0.286652,0.055904,17.038086,0.000000,0.396923,0.272056,0.321345,11.914916,0.000000,0.007680,0.516807,3.129229,376.871522,0.000000,0.003072,0.039629,-0.008434,-0.108010,0.873067,-0.540828,-0.012312,-0.341348,-0.098744,0.879151,2.136475,1.859420,-0.316632
crc.us,Stocks,742,0.235916,0.079279,13.537987,0.845934,0.211876,0.253653,1.878023,5.905718,0.000000,0.028302,0.268683,0.639117,18.392080,0.785017,0.006739,0.017310,-0.005151,-0.122037,-0.469191,-0.642292,-0.012305,-0.368898,0.353749,-1.525993,-0.908103,-0.786466,-0.241567
crcm.us,Stocks,959,0.307807,0.033301,24.529855,0.760972,0.388309,0.363476,0.451579,27.161198,0.762788,0.005214,0.360809,1.094029,61.482340,0.000000,0.006257,0.048935,-0.011608,-0.077987,0.810584,-0.036784,-0.012311,-0.271449,-0.152871,-0.632982,-0.351897,-0.468423,-0.251436
crd-a.us,Stocks,1817,0.208401,0.027780,9.134038,0.000000,0.488987,0.351351,0.129681,19.017810,0.000000,0.001651,0.342537,1.111684,29.277349,0.464771,0.009906,0.005206,-0.012383,-0.139686,1.540860,-0.103640,-0.012313,-0.308783,-0.231047,-0.810098,-0.330311,-0.706123,-0.176708
crd-b.us,Stocks,1819,0.150711,0.032374,6.683292,0.988522,0.176018,0.287722,0.172999,10.132491,0.000000,0.001649,0.452047,0.965370,181.514315,0.518106,0.007697,-0.020172,-0.011738,-0.149507,-0.729292,-0.454456,-0.012312,-0.349520,-0.231087,0.251411,-0.509205,0.417516,-0.221953
cree.us,Stocks,3201,0.141516,0.030473,10.171407,0.000000,0.104063,0.415403,0.840091,22.796819,0.000000,0.001250,0.390206,0.864813,63.671372,0.000000,0.015933,-0.024216,-0.012005,-0.135529,-1.251226,0.249510,-0.012309,-0.291458,-0.239856,-0.348035,-0.632152,-0.452266,-0.053330
creg.us,Stocks,2929,0.340133,0.099726,78.344701,0.000000,0.346995,0.404444,1.439882,20.647538,0.000000,0.001024,0.657271,2.870103,298.629866,0.858134,0.006145,0.063155,-0.002279,0.137677,0.510905,0.189091,-0.012307,-0.301312,-0.244802,2.240709,1.819650,1.281929,-0.253710
cresy.us,Stocks,3201,0.391437,0.026497,13.071047,0.000000,0.025937,0.273329,0.251950,8.300652,0.000000,0.001250,0.501501,0.976809,115.008596,0.744467,0.006248,0.085724,-0.012564,-0.123908,-1.817913,-0.533812,-0.012312,-0.357918,-0.239856,0.730784,-0.495219,-0.073353,-0.251610
crf.us,Stocks,3201,0.363902,0.022821,38.826900,1.190271,0.047813,0.442659,0.582594,50.609822,0.000000,0.001250,0.334831,0.920026,29.622351,0.000000,0.010934,0.073611,-0.013080,-0.020691,-1.659240,0.399788,-0.012310,-0.163945,-0.239856,-0.884793,-0.564645,-0.703577,-0.155668
crh.us,Stocks,3201,0.193771,0.024007,8.549002,1.805577,0.194688,0.394367,0.296741,20.170186,0.639184,0.004374,0.443887,1.147414,76.922040,0.868475,0.004061,-0.001229,-0.012913,-0.142030,-0.593868,0.133528,-0.012312,-0.303500,-0.171306,0.172315,-0.286625,-0.354465,-0.296382
crhm.us,Stocks,549,0.193853,0.041407,9.365831,0.000000,0.293796,0.288178,0.173842,38.461062,0.662243,0.010929,0.274005,1.507745,24.083758,0.000000,0.027322,-0.001194,-0.010470,-0.138757,0.125022,-0.451939,-0.012312,-0.219643,-0.027463,-1.474406,0.153939,-0.744456,0.179865
cri.us,Stocks,3201,0.314231,0.022575,16.550817,0.000000,0.060000,0.345044,0.771734,17.901448,0.000000,0.015933,0.436531,0.776346,80.510675,0.000000,0.015933,0.051761,-0.013114,-0.109963,-1.570837,-0.138412,-0.012310,-0.313902,0.082329,0.101014,-0.740317,-0.327977,-0.053330
cris.us,Stocks,3201,0.372989,0.042581,12.112317,0.000000,0.480625,0.346743,0.088248,13.759210,0.000000,0.002812,0.502322,1.347924,159.603217,0.000000,0.004061,0.077609,-0.010305,-0.127750,1.480207,-0.129042,-0.012313,-0.332892,-0.205581,0.738746,-0.041468,0.255793,-0.296382
crk.us,Stocks,3201,0.327103,0.051147,34.789233,0.000000,0.262500,0.439906,5.111178,20.632227,0.000000,0.001250,0.413594,0.658054,41.416241,0.797435,0.006873,0.057424,-0.009102,-0.036872,-0.101984,0.384610,-0.012290,-0.301382,-0.239856,-0.121321,-0.884949,-0.616528,-0.238817
crl.us,Stocks,3201,0.194358,0.018398,20.953692,0.000000,0.006562,0.347586,0.742711,18.620619,0.000000,0.000625,0.422862,0.739520,89.939132,0.818402,0.015933,-0.000971,-0.013701,-0.092318,-1.958451,-0.124396,-0.012310,-0.310604,-0.253567,-0.031491,-0.785344,-0.258387,-0.053330
crm.us,Stocks,3201,0.142373,0.026919,9.745468,0.000000,0.234687,0.421625,0.740724,27.033297,0.963090,0.002187,0.351674,0.666681,34.414737,0.000000,0.015933,-0.023839,-0.012504,-0.137235,-0.303725,0.283814,-0.012310,-0.272035,-0.219291,-0.721535,-0.874401,-0.668205,-0.053330
crmd.us,Stocks,1845,0.214996,0.069918,11.212752,0.967698,0.380694,0.355169,0.173962,20.152176,0.000000,0.002710,0.453174,1.804908,66.919291,0.000000,0.003794,0.008107,-0.006466,-0.131355,0.755349,-0.082588,-0.012312,-0.303583,-0.207811,0.262335,0.517271,-0.428293,-0.301853
crme.us,Stocks,3200,0.288569,0.042080,26.972737,0.000000,0.073460,0.353996,1.172813,17.650843,0.814088,0.001563,0.607076,1.911250,285.195758,0.877055,0.010937,0.040473,-0.010375,-0.068197,-1.473200,-0.089055,-0.012308,-0.315051,-0.232991,1.754155,0.647292,1.182774,-0.155598
crmt.us,Stocks,3201,0.277143,0.027395,13.357549,0.814602,0.327188,0.411348,0.667295,41.301657,0.000000,0.002499,0.397272,0.964609,55.634610,0.000000,0.015933,0.035446,-0.012437,-0.122760,0.367233,0.227154,-0.012310,-0.206619,-0.212436,-0.279543,-0.510135,-0.511584,-0.053330
crnt.us,Stocks,3201,0.276927,0.033875,11.495566,0.000000,0.353125,0.447578,0.265590,37.912846,0.000000,0.001250,0.423120,1.347606,74.874804,0.627100,0.004061,0.035351,-0.011527,-0.130222,0.555373,0.426907,-0.012312,-0.222156,-0.239856,-0.028988,-0.041857,-0.369575,-0.296382
crox.us,Stocks,2962,0.138000,0.044581,25.981203,0.000000,0.184397,0.398905,0.719157,27.517389,0.000000,0.001013,0.335791,0.863405,38.839837,0.000000,0.015868,-0.025763,-0.010024,-0.072170,-0.668510,0.158548,-0.012310,-0.269816,-0.245052,-0.875496,-0.633874,-0.635544,-0.054658
crr.us,Stocks,3201,0.148229,0.036097,12.118047,0.000000,0.317812,0.346337,1.878512,18.964402,0.000000,0.001250,0.368344,0.764258,46.459191,0.000000,0.031865,-0.021263,-0.011215,-0.127727,0.299231,-0.131283,-0.012305,-0.309028,-0.239856,-0.559944,-0.755097,-0.579306,0.272871
crs.us,Stocks,3201,0.144886,0.028234,7.607242,0.000000,0.298438,0.308709,0.712638,12.302274,0.000000,0.000937,0.348609,0.534647,22.019027,0.000000,0.031865,-0.022734,-0.012320,-0.145804,0.158692,-0.338741,-0.012310,-0.339572,-0.246712,-0.751245,-1.035836,-0.759696,0.272871
crsp.us,Stocks,269,0.137405,0.040487,7.186743,0.000000,0.145522,0.210017,0.735727,11.669437,0.000000,0.014870,0.219075,0.843028,14.410264,0.000000,0.044610,-0.026025,-0.010599,-0.147490,-0.950492,-0.882877,-0.012310,-0.342473,0.059012,-2.006854,-0.658788,-0.815855,0.533804
crt.us,Stocks,3201,0.138272,0.023177,11.683755,0.000000,0.052187,0.334873,0.601949,468.832807,0.000000,0.001250,0.401324,0.711353,30.871759,0.000000,0.006873,-0.025643,-0.013030,-0.129468,-1.627506,-0.194487,-0.012310,1.753469,-0.239856,-0.240257,-0.819782,-0.694355,-0.238817
crtn.us,Stocks,3010,0.414451,0.055608,49.194011,0.000000,0.416750,0.443404,0.324060,32.524074,0.000000,0.001329,0.563172,2.763477,170.467733,0.919671,0.006977,0.095848,-0.008475,0.020855,1.016882,0.403892,-0.012312,-0.246862,-0.238117,1.328578,1.689282,0.335983,-0.236690
crto.us,Stocks,1017,0.258194,0.032257,14.305041,0.000000,0.130906,0.341977,1.039746,34.073097,0.000000,0.001967,0.317482,0.923424,44.094254,0.853137,0.007866,0.027111,-0.011755,-0.118963,-1.056517,-0.155323,-0.012308,-0.239760,-0.224124,-1.052966,-0.560490,-0.596762,-0.218478
crus.us,Stocks,3201,0.195057,0.034155,11.954136,0.880578,0.245312,0.359916,0.623450,14.071557,0.000000,0.001874,0.381815,0.796181,48.080496,0.000000,0.015933,-0.000664,-0.011488,-0.128384,-0.226655,-0.056418,-0.012310,-0.331460,-0.226146,-0.429365,-0.716066,-0.567340,-0.053330
crvl.us,Stocks,3201,0.283448,0.026046,8.966710,0.829330,0.364375,0.372150,0.558377,15.465083,0.618280,0.002187,0.376991,0.818640,33.829021,0.826133,0.004374,0.038220,-0.012627,-0.140356,0.636976,0.011039,-0.012311,-0.325072,-0.219291,-0.476126,-0.688606,-0.672528,-0.289986
crvp.us,Stocks,3088,0.284094,0.041023,21.903509,0.000000,0.166181,0.430796,0.056055,68.729650,0.960964,0.001943,0.554768,2.260910,142.863568,0.973377,0.002915,0.038504,-0.010524,-0.088512,-0.800645,0.334382,-0.012313,-0.080871,-0.224641,1.247119,1.074809,0.132240,-0.319860
crvs.us,Stocks,415,0.265602,0.039297,65.880392,0.000000,0.033816,0.334672,0.712160,180.622216,0.000000,0.009639,0.528949,3.138354,292.102431,0.000000,0.007229,0.030369,-0.010766,0.087726,-1.760762,-0.195599,-0.012310,0.432119,-0.055779,0.996841,2.147632,1.233751,-0.231527
